received_at,user_id,score,subscriber,first_mission,score_type,mission
"44,334",prod917558,0,0,1,detractor,311
"44,332",prod916652,10,0,1,promoter,311
"44,237",prod871800,10,0,1,promoter,289
"44,182",prod846689,10,0,1,promoter,311
"44,293",prod897200,5,0,1,detractor,311
"44,357",prod930871,0,0,1,detractor,311
"44,361",prod933431,5,0,1,detractor,311
"44,242",prod874119,0,0,1,detractor,311
"44,243",prod874692,0,0,0,detractor,574
"44,225",prod867540,10,0,1,promoter,311
"44,187",prod824645,9,0,1,promoter,311
"44,187",prod824645,8,0,1,passive,311
"44,176",prod848012,8,0,1,passive,289
"44,334",prod917836,7,0,1,passive,311
"44,281",prod863022,7,0,1,passive,311
"44,398",prod955432,10,0,1,promoter,311
"44,389",prod950882,8,0,1,passive,311
"44,406",prod956287,9,0,1,promoter,311
"44,174",prod846951,10,0,1,promoter,311
"44,243",prod871736,10,0,1,promoter,311
"44,288",prod893610,8,0,0,passive,574
"44,416",prod965235,10,0,1,promoter,311
"44,311",prod893927,0,0,1,detractor,311
"44,292",prod896392,10,0,0,promoter,2000574
"44,286",prod729752,9,0,0,promoter,252
"44,349",prod205230,9,0,0,promoter,52
"44,349",prod205230,9,0,0,promoter,52
"44,338",prod920022,8,0,1,passive,311
"44,304",prod902458,8,0,0,passive,574
"44,431",prod972977,10,0,1,promoter,311
"44,431",prod972977,8,0,1,passive,311
"44,433",prod973532,10,0,1,promoter,311
"44,413",prod948090,7,1,1,passive,420
"44,322",prod910869,9,0,1,promoter,311
"44,446",prod980582,4,0,1,detractor,311
"44,345",prod878405,10,1,1,promoter,420
"44,371",prod938986,9,1,0,promoter,200
"44,220",prod865500,10,0,1,promoter,311
"44,466",prod988747,10,1,0,promoter,504
"44,319",prod908945,7,0,1,passive,499
"44,336",prod918862,9,0,0,promoter,2000574
"44,336",prod919129,6,0,1,detractor,311
"44,337",prod889711,9,1,1,promoter,311
"44,471",prod993290,10,1,1,promoter,311
"44,285",prod475122,10,0,0,promoter,200
"44,160",prod842075,10,0,1,promoter,311
"44,346",prod920856,10,0,1,promoter,311
"44,347",prod924983,7,0,1,passive,311
"44,286",prod882557,7,1,0,passive,351
"44,421",prod967337,10,0,1,promoter,311
"44,285",prod891124,10,0,1,promoter,311
"44,365",prod935815,9,0,1,promoter,311
"44,356",prod929816,6,0,1,detractor,311
"44,204",prod859198,8,0,1,passive,311
"44,373",prod930010,10,0,1,promoter,311
"44,229",prod861370,10,1,1,promoter,311
"44,503",prod1005605,8,1,1,passive,311
"44,354",prod928298,10,0,1,promoter,311
"44,165",prod843106,0,0,1,detractor,311
"44,219",prod740977,10,1,0,promoter,200
"44,387",prod273976,7,0,0,passive,252
"44,387",prod160883,9,0,0,promoter,1018
"44,350",prod925117,9,0,1,promoter,311
"44,351",prod862394,10,0,1,promoter,420
"44,293",prod897035,9,0,1,promoter,311
"44,429",prod967515,9,0,1,promoter,311
"44,379",prod944554,8,0,1,passive,311
"44,461",prod940011,10,1,0,promoter,350
"44,357",prod930247,10,0,1,promoter,311
"44,175",prod847401,9,0,1,promoter,311
"44,175",prod847401,9,0,1,promoter,311
"44,469",prod991834,10,1,1,promoter,499
"44,475",prod994785,9,0,0,promoter,2000311
"44,475",prod777671,8,0,1,passive,420
"44,232",prod870406,10,0,1,promoter,311
"44,356",prod928740,7,0,0,passive,574
"44,480",prod943756,6,1,0,detractor,53
"44,192",prod854884,8,0,1,passive,311
"44,367",prod937152,9,0,1,promoter,311
"44,486",prod997061,10,1,1,promoter,311
"44,496",prod1000716,7,0,1,passive,311
"44,216",prod864134,10,0,1,promoter,311
"44,519",prod1010122,10,0,1,promoter,311
"44,224",prod866997,10,0,1,promoter,311
"44,177",prod774278,10,0,1,promoter,311
"44,429",prod970191,10,0,0,promoter,200
"44,515",prod1007481,10,0,1,promoter,311
"44,199",prod857488,4,0,1,detractor,311
"44,199",prod857488,4,0,1,detractor,311
"44,176",prod848312,10,0,0,promoter,200
"44,216",prod597629,10,0,0,promoter,200
"44,216",prod597629,10,0,0,promoter,200
"44,214",prod863317,10,0,1,promoter,311
"44,210",prod861289,9,0,0,promoter,540
"44,259",prod880256,3,0,0,detractor,52
"44,264",prod882484,0,0,0,detractor,200
"44,401",prod957651,10,0,1,promoter,311
"44,178",prod849209,10,0,1,promoter,311
"44,200",prod857499,9,0,1,promoter,311
"44,446",prod980045,10,0,1,promoter,311
"44,280",prod889368,9,0,1,promoter,311
"44,163",prod839429,10,0,1,promoter,311
"44,163",prod839429,10,0,1,promoter,311
"44,244",prod873858,10,0,0,promoter,574
"44,381",prod940717,9,0,0,promoter,200
"44,470",prod974833,10,1,1,promoter,499
"44,438",prod976249,8,0,1,passive,499
"44,209",prod860523,9,0,1,promoter,311
"44,342",prod922035,10,0,1,promoter,311
"44,331",prod916068,9,1,1,promoter,311
"44,473",prod857929,8,1,1,passive,499
"44,306",prod653455,8,1,1,passive,311
"44,506",prod1006708,1,0,1,detractor,311
"44,491",prod981298,10,1,1,promoter,499
"44,481",prod997780,10,0,0,promoter,2000311
"44,442",prod978672,7,0,1,passive,311
"44,184",prod797825,10,0,1,promoter,311
"44,519",prod1010690,7,0,1,passive,311
"44,502",prod1005462,10,0,1,promoter,311
"44,163",prod843430,10,0,1,promoter,420
"44,211",prod861567,9,0,1,promoter,311
"44,177",prod836145,10,0,0,promoter,200
"44,269",prod884250,10,0,1,promoter,311
"44,177",prod848695,10,0,1,promoter,311
"44,214",prod862844,10,0,1,promoter,420
"44,284",prod891236,9,0,1,promoter,420
"44,237",prod872566,10,0,1,promoter,311
"44,179",prod849208,10,0,0,promoter,540
"44,175",prod845424,8,0,0,passive,540
"44,235",prod871641,10,0,1,promoter,311
"44,205",prod859029,8,0,1,passive,311
"44,177",prod848581,10,0,0,promoter,245
"44,186",prod848172,10,0,1,promoter,311
"44,272",prod885424,9,0,0,promoter,574
"44,219",prod463648,8,0,1,passive,311
"44,278",prod888122,5,0,0,detractor,52
"44,187",prod322687,9,0,0,promoter,200
"44,230",prod722402,10,0,0,promoter,332
"44,233",prod870276,10,0,1,promoter,311
"44,287",prod891533,8,0,0,passive,574
"44,172",prod842226,10,0,0,promoter,1010
"44,290",prod895339,9,0,0,promoter,574
"44,252",prod877565,9,0,1,promoter,311
"44,303",prod901855,2,0,1,detractor,311
"44,210",prod861102,10,0,1,promoter,311
"44,319",prod907988,7,0,0,passive,52
"44,258",prod626408,10,0,1,promoter,311
"44,232",prod870699,10,0,1,promoter,311
"44,277",prod865864,10,1,1,promoter,311
"44,221",prod694325,10,0,1,promoter,311
"44,204",prod859466,10,0,1,promoter,311
"44,343",prod918700,10,0,1,promoter,311
"44,341",prod921314,10,0,1,promoter,311
"44,211",prod862036,10,0,1,promoter,311
"44,215",prod863871,10,0,1,promoter,311
"44,235",prod870373,10,0,0,promoter,200
"44,261",prod881284,10,0,1,promoter,311
"44,261",prod881284,10,0,1,promoter,311
"44,281",prod889874,10,0,0,promoter,574
"44,288",prod894266,10,0,1,promoter,311
"44,370",prod929381,7,0,1,passive,311
"44,375",prod942328,7,0,1,passive,311
"44,370",prod939409,10,0,1,promoter,311
"44,377",prod942959,10,0,1,promoter,311
"44,376",prod942959,10,0,1,promoter,311
"44,311",prod902133,10,0,1,promoter,311
"44,372",prod940179,10,0,1,promoter,311
"44,308",prod904387,10,0,1,promoter,289
"44,390",prod951455,8,0,1,passive,311
"44,385",prod947438,10,0,1,promoter,311
"44,391",prod952107,9,0,1,promoter,311
"44,392",prod952227,9,0,1,promoter,499
"44,263",prod882167,10,0,1,promoter,311
"44,401",prod957323,10,0,1,promoter,311
"44,381",prod945210,7,0,1,passive,311
"44,356",prod928098,8,1,0,passive,574
"44,297",prod898292,9,0,1,promoter,311
"44,332",prod916653,10,0,1,promoter,311
"44,171",prod845565,10,0,1,promoter,311
"44,414",prod963133,10,0,1,promoter,311
"44,414",prod963133,10,0,1,promoter,311
"44,420",prod872632,10,0,1,promoter,311
"44,337",prod919232,10,0,1,promoter,311
"44,434",prod974290,8,0,1,passive,311
"44,390",prod949145,8,0,1,passive,311
"44,311",prod905482,10,0,0,promoter,200
"44,273",prod885942,10,0,0,promoter,200
"44,371",prod939828,4,0,1,detractor,311
"44,365",prod936157,10,0,1,promoter,311
"44,438",prod965346,7,0,1,passive,311
"44,381",prod945897,9,0,0,promoter,574
"44,213",prod862463,10,0,1,promoter,289
"44,301",prod897689,4,0,0,detractor,575
"44,386",prod884393,10,0,1,promoter,311
"44,176",prod847328,10,0,1,promoter,311
"44,385",prod948290,10,0,0,promoter,574
"44,471",prod992187,10,0,1,promoter,311
"44,417",prod965496,10,0,1,promoter,311
"44,462",prod989098,7,1,1,passive,311
"44,361",prod926567,10,0,1,promoter,499
"44,480",prod997461,10,0,0,promoter,2000311
"44,372",prod940064,3,0,0,detractor,517
"44,406",prod959931,2,0,1,detractor,311
"44,372",prod847992,5,0,1,detractor,311
"44,202",prod850805,10,0,0,promoter,540
"44,392",prod951165,9,0,0,promoter,200
"44,335",prod915832,9,1,1,promoter,499
"44,271",prod884052,10,0,0,promoter,200
"44,457",prod976865,8,0,1,passive,311
"44,378",prod943776,8,0,1,passive,311
"44,393",prod920986,9,1,1,promoter,311
"44,271",prod883632,10,1,1,promoter,311
"44,406",prod663909,10,0,0,promoter,200
"44,349",prod925503,9,0,1,promoter,311
"44,349",prod925503,9,0,1,promoter,311
"44,262",prod879407,10,0,0,promoter,200
"44,474",prod727074,9,0,0,promoter,351
"44,497",prod1003332,10,1,1,promoter,311
"44,480",prod996590,8,1,0,passive,574
"44,516",prod1009777,7,0,1,passive,311
"44,247",prod876008,9,0,1,promoter,311
"44,453",prod972934,10,0,0,promoter,200
"44,184",prod797825,10,0,1,promoter,311
"44,519",prod1010690,7,0,1,passive,311
"44,486",prod1000126,8,0,1,passive,311
"44,163",prod843430,10,0,1,promoter,420
"44,499",prod1004471,9,0,1,promoter,311
"44,195",prod852174,9,0,1,promoter,311
"44,177",prod836145,10,0,0,promoter,200
"44,269",prod884250,10,0,1,promoter,311
"44,237",prod872566,10,0,1,promoter,311
"44,237",prod872566,10,0,1,promoter,311
"44,245",prod870605,10,0,1,promoter,311
"44,223",prod866749,7,0,1,passive,289
"44,258",prod879571,9,0,1,promoter,311
"44,260",prod880692,0,0,1,detractor,311
"44,235",prod871641,10,0,1,promoter,311
"44,186",prod848172,10,0,1,promoter,311
"44,274",prod886256,10,0,0,promoter,574
"44,250",prod876991,7,0,0,passive,574
"44,239",prod870276,10,0,1,promoter,311
"44,231",prod841353,8,0,1,passive,311
"44,206",prod858384,9,0,0,promoter,541
"44,289",prod235696,9,0,0,promoter,574
"44,294",prod897690,10,0,1,promoter,311
"44,181",prod789575,8,1,1,passive,311
"44,252",prod877565,9,0,1,promoter,311
"44,263",prod681431,9,0,0,promoter,200
"44,210",prod861102,10,0,1,promoter,311
"44,273",prod885885,10,0,1,promoter,311
"44,223",prod866887,10,0,1,promoter,311
"44,232",prod870699,10,0,1,promoter,311
"44,204",prod859466,10,0,1,promoter,311
"44,326",prod911169,5,0,1,detractor,311
"44,326",prod911169,5,0,1,detractor,311
"44,343",prod918700,10,0,1,promoter,311
"44,351",prod691538,9,0,0,promoter,200
"44,177",prod800855,10,0,1,promoter,311
"44,275",prod886833,9,0,1,promoter,311
"44,211",prod862036,10,0,1,promoter,311
"44,215",prod863871,10,0,1,promoter,311
"44,266",prod876110,10,0,1,promoter,311
"44,284",prod891293,7,0,1,passive,311
"44,235",prod870373,10,0,0,promoter,200
"44,286",prod885584,8,0,0,passive,574
"44,281",prod889874,10,0,0,promoter,574
"44,365",prod936596,9,0,0,promoter,574
"44,371",prod940071,7,0,0,passive,517
"44,371",prod940117,7,0,0,passive,2000574
"44,184",prod852389,10,0,0,promoter,540
"44,284",prod891015,10,0,1,promoter,420
"44,287",prod884841,9,0,0,promoter,574
"44,295",prod898156,9,0,1,promoter,311
"44,291",prod867625,8,0,0,passive,574
"44,291",prod867625,7,0,0,passive,574
"44,372",prod940179,10,0,1,promoter,311
"44,387",prod949412,8,0,1,passive,311
"44,304",prod471316,10,0,1,promoter,311
"44,304",prod471316,10,0,1,promoter,311
"44,386",prod947935,10,0,1,promoter,311
"44,324",prod878776,10,1,1,promoter,311
"44,184",prod852355,0,0,1,detractor,311
"44,396",prod954929,10,1,1,promoter,311
"44,405",prod959204,10,0,1,promoter,311
"44,329",prod542106,0,1,0,detractor,352
"44,402",prod957141,8,0,1,passive,311
"44,299",prod899194,10,0,1,promoter,311
"44,417",prod965728,5,0,1,detractor,311
"44,353",prod928171,10,0,1,promoter,311
"44,405",prod958881,10,0,1,promoter,311
"44,437",prod969790,10,0,0,promoter,2000575
"44,311",prod905482,10,0,0,promoter,200
"44,367",prod936452,9,0,1,promoter,311
"44,363",prod934270,10,0,1,promoter,311
"44,286",prod891496,10,0,0,promoter,383
"44,286",prod891496,10,0,0,promoter,383
"44,455",prod974096,10,1,1,promoter,499
"44,385",prod947373,8,0,0,passive,574
"44,465",prod990840,7,0,1,passive,311
"44,365",prod914060,10,1,0,promoter,200
"44,471",prod992187,9,0,1,promoter,311
"44,385",prod947954,10,0,1,promoter,311
"44,471",prod987004,10,0,1,promoter,311
"44,471",prod987004,10,0,1,promoter,311
"44,490",prod997401,7,0,1,passive,311
"44,383",prod946519,10,0,1,promoter,311
"44,456",prod956754,10,0,0,promoter,574
"44,411",prod962332,10,0,1,promoter,311
"44,411",prod962368,10,0,1,promoter,311
"44,496",prod998553,8,1,1,passive,311
"44,401",prod918049,7,0,1,passive,311
"44,335",prod915832,6,1,1,detractor,499
"44,432",prod972982,9,0,1,promoter,311
"44,371",prod939389,10,1,1,promoter,311
"44,392",prod952008,10,0,1,promoter,499
"44,433",prod881120,8,1,0,passive,1020
"44,433",prod881120,8,1,0,passive,1020
"44,365",prod935817,10,0,1,promoter,311
"44,393",prod920986,9,1,1,promoter,311
"44,202",prod595881,7,0,1,passive,311
"44,510",prod1004827,9,1,1,promoter,499
"44,524",prod1012444,10,0,1,promoter,311
"44,169",prod844207,8,1,1,passive,311
"44,324",prod911300,5,0,1,detractor,311
"44,367",prod935488,9,0,1,promoter,311
"44,367",prod936561,10,0,0,promoter,574
"44,175",prod835568,7,1,1,passive,311
"44,391",prod951819,8,0,1,passive,311
"44,395",prod950333,0,1,1,detractor,311
"44,403",prod958445,10,0,1,promoter,311
"44,428",prod941122,0,0,1,detractor,499
"44,433",prod696132,9,0,0,promoter,200
"44,429",prod967515,9,0,1,promoter,311
"44,429",prod966533,10,1,0,promoter,312
"44,446",prod979407,10,0,1,promoter,311
"44,314",prod906482,0,0,1,detractor,311
"44,215",prod863539,9,0,0,promoter,52
"44,442",prod978835,8,0,1,passive,311
"44,295",prod482837,9,0,1,promoter,311
"44,257",prod222293,8,0,1,passive,311
"44,226",prod867740,6,0,0,detractor,540
"44,232",prod870406,10,0,1,promoter,311
"44,182",prod498580,10,0,1,promoter,311
"44,481",prod831587,7,0,1,passive,311
"44,319",prod690260,10,1,0,promoter,252
"44,258",prod875768,10,1,0,promoter,283
"44,440",prod968499,10,1,1,promoter,311
"44,488",prod1000422,10,0,1,promoter,311
"44,163",prod843604,8,0,1,passive,311
"44,178",prod738205,9,0,1,promoter,311
"44,350",prod894679,10,0,0,promoter,574
"44,181",prod845243,8,1,0,passive,314
"44,371",prod931970,10,0,1,promoter,420
"44,278",prod887777,7,0,0,passive,574
"44,418",prod966389,8,0,1,passive,311
"44,418",prod966389,8,0,1,passive,311
"44,509",prod922543,9,1,0,promoter,344
"44,520",prod1010739,3,1,1,detractor,311
"44,344",prod923221,10,0,0,promoter,574
"44,247",prod861278,10,1,1,promoter,311
"44,177",prod774278,10,0,1,promoter,311
"44,186",prod852852,10,0,1,promoter,311
"44,515",prod1007481,10,0,1,promoter,311
"44,496",prod1003248,8,1,1,passive,289
"44,202",prod858508,10,0,1,promoter,311
"44,187",prod853467,10,0,1,promoter,311
"44,180",prod841682,8,0,1,passive,420
"44,179",prod849706,8,0,1,passive,311
"44,202",prod605713,10,0,1,promoter,311
"44,413",prod962492,9,1,0,promoter,312
"44,247",prod873317,10,1,1,promoter,311
"44,210",prod861289,9,0,0,promoter,540
"44,269",prod884268,8,0,1,passive,499
"44,270",prod131354,7,0,0,passive,200
"44,243",prod874703,9,0,1,promoter,311
"44,203",prod528675,9,0,1,promoter,311
"44,171",prod846418,6,0,1,detractor,311
"44,171",prod846418,6,0,1,detractor,311
"44,178",prod849443,10,1,1,promoter,311
"44,271",prod885161,7,0,1,passive,311
"44,292",prod894091,7,0,0,passive,574
"44,280",prod888670,10,0,1,promoter,311
"44,263",prod880342,8,0,1,passive,311
"44,158",prod839964,8,0,1,passive,311
"44,314",prod906523,10,0,1,promoter,311
"44,188",prod853440,10,0,0,promoter,312
"44,252",prod877684,7,0,1,passive,311
"44,212",prod852793,10,1,1,promoter,311
"44,234",prod871178,9,0,1,promoter,289
"44,359",prod931107,10,0,1,promoter,311
"44,358",prod930166,9,0,1,promoter,499
"44,354",prod913188,9,0,0,promoter,139
"44,254",prod839846,10,1,0,promoter,421
"44,366",prod936779,8,0,0,passive,200
"44,287",prod893601,10,0,1,promoter,311
"44,287",prod893601,10,0,1,promoter,311
"44,341",prod921591,10,0,0,promoter,574
"44,279",prod888109,10,0,1,promoter,311
"44,265",prod882362,10,0,0,promoter,2000574
"44,382",prod942627,8,0,0,passive,574
"44,382",prod945947,10,0,1,promoter,311
"44,383",prod946795,10,0,0,promoter,200
"44,264",prod882300,10,0,1,promoter,311
"44,233",prod818865,10,0,0,promoter,252
"44,301",prod900967,10,0,0,promoter,574
"44,376",prod942486,9,0,1,promoter,311
"44,301",prod899852,8,0,1,passive,311
"44,396",prod954535,8,0,1,passive,311
"44,340",prod919276,4,1,0,detractor,1009
"44,364",prod935508,8,0,1,passive,311
"44,359",prod932748,6,0,0,detractor,574
"44,331",prod914264,10,0,0,promoter,139
"44,249",prod876897,10,0,1,promoter,311
"44,241",prod873609,10,0,0,promoter,200
"44,273",prod882566,9,1,1,promoter,311
"44,335",prod917851,10,0,0,promoter,574
"44,184",prod848961,10,0,1,promoter,499
"44,355",prod929310,10,0,0,promoter,574
"44,296",prod898321,10,0,0,promoter,574
"44,296",prod898321,10,0,0,promoter,574
"44,369",prod932185,10,0,1,promoter,311
"44,274",prod885639,8,1,1,passive,311
"44,387",prod948725,10,0,1,promoter,311
"44,387",prod948725,10,0,1,promoter,311
"44,357",prod443810,10,0,1,promoter,311
"44,370",prod797306,8,0,0,passive,60
"44,438",prod975743,2,0,1,detractor,420
"44,369",prod936838,8,0,1,passive,311
"44,391",prod941682,10,0,1,promoter,311
"44,186",prod852245,10,0,1,promoter,311
"44,462",prod988726,8,1,0,passive,200
"44,462",prod988726,8,1,0,passive,200
"44,393",prod949543,9,0,1,promoter,311
"44,424",prod968382,10,0,1,promoter,311
"44,464",prod984873,10,0,0,promoter,312
"44,352",prod708040,8,0,0,passive,52
"44,376",prod942468,10,0,1,promoter,311
"44,398",prod866694,10,1,0,promoter,200
"44,349",prod925770,10,0,1,promoter,311
"44,289",prod288171,9,1,1,promoter,311
"44,434",prod943600,7,1,1,passive,499
"44,426",prod954618,10,1,0,promoter,574
"44,242",prod873413,10,0,1,promoter,311
"44,524",prod1012444,10,0,1,promoter,311
"44,202",prod856150,10,0,1,promoter,289
"44,202",prod856150,10,0,1,promoter,289
"44,367",prod936561,10,0,0,promoter,574
"44,365",prod572517,10,0,1,promoter,289
"44,180",prod818256,9,0,1,promoter,289
"44,187",prod853175,10,0,1,promoter,311
"44,160",prod841495,10,1,0,promoter,200
"44,463",prod918024,9,0,1,promoter,311
"44,441",prod977718,10,0,1,promoter,311
"44,267",prod840018,10,0,1,promoter,311
"44,448",prod892588,10,1,0,promoter,574
"44,474",prod994595,10,0,0,promoter,513
"44,238",prod868626,10,0,1,promoter,311
"44,278",prod861369,10,1,0,promoter,540
"44,343",prod913604,10,1,0,promoter,501
"44,183",prod850614,8,0,0,passive,331
"44,183",prod850614,8,0,0,passive,331
"44,363",prod934134,7,0,1,passive,311
"44,326",prod910222,8,0,1,passive,289
"44,499",prod1004420,10,0,1,promoter,311
"44,484",prod998158,9,1,1,promoter,311
"44,338",prod903804,4,1,1,detractor,311
"44,202",prod857186,8,1,1,passive,311
"44,521",prod1012094,10,0,0,promoter,312
"44,525",prod1010272,1,0,0,detractor,200
"44,332",prod916668,9,0,0,promoter,574
"44,229",prod849554,0,1,1,detractor,499
"44,188",prod852568,9,0,0,promoter,200
"44,281",prod889388,10,0,1,promoter,311
"44,281",prod889388,10,0,1,promoter,311
"44,182",prod297764,8,0,1,passive,311
"44,290",prod895735,7,0,0,passive,574
"44,248",prod876690,6,0,1,detractor,311
"44,199",prod857358,8,0,1,passive,311
"44,312",prod905488,10,1,0,promoter,574
"44,179",prod850124,10,0,1,promoter,311
"44,204",prod859206,8,0,0,passive,290
"44,176",prod848445,9,0,1,promoter,311
"44,316",prod907135,10,0,1,promoter,311
"44,316",prod907135,10,0,1,promoter,311
"44,336",prod914520,10,1,1,promoter,311
"44,184",prod852258,10,0,1,promoter,311
"44,243",prod871640,9,0,1,promoter,311
"44,243",prod871640,9,0,1,promoter,311
"44,297",prod898711,10,0,0,promoter,2000574
"44,340",prod921134,10,0,1,promoter,311
"44,337",prod914500,8,1,1,passive,311
"44,350",prod926044,10,0,1,promoter,311
"44,244",prod856802,10,0,1,promoter,311
"44,355",prod928691,10,0,0,promoter,200
"44,291",prod895694,7,0,1,passive,311
"44,256",prod876324,6,0,0,detractor,2000574
"44,292",prod895303,10,0,0,promoter,574
"44,370",prod939152,10,0,1,promoter,311
"44,370",prod939152,10,0,1,promoter,311
"44,307",prod904068,8,0,0,passive,574
"44,277",prod885457,10,0,1,promoter,311
"44,379",prod944786,8,0,1,passive,499
"44,391",prod952504,10,0,1,promoter,311
"44,336",prod908582,9,0,0,promoter,200
"44,304",prod901573,7,0,0,passive,2000574
"44,331",prod649530,10,0,1,promoter,311
"44,330",prod915299,4,0,0,detractor,574
"44,338",prod919982,7,0,0,passive,574
"44,423",prod968899,10,0,1,promoter,311
"44,327",prod913212,10,0,1,promoter,311
"44,329",prod214235,8,0,0,passive,2000574
"44,389",prod949732,8,0,1,passive,311
"44,207",prod860838,9,0,1,promoter,420
"44,356",prod925739,10,0,0,promoter,574
"44,236",prod871967,7,0,0,passive,200
"44,373",prod931458,10,0,0,promoter,283
"44,440",prod977446,10,1,1,promoter,499
"44,463",prod984408,8,1,1,passive,499
"44,357",prod931137,10,0,0,promoter,574
"44,454",prod984779,10,0,1,promoter,311
"44,219",prod865336,10,0,1,promoter,311
"44,379",prod944521,10,0,0,promoter,2000574
"44,407",prod951896,5,1,1,detractor,499
"44,463",prod989751,7,0,1,passive,311
"44,481",prod948118,7,1,0,passive,517
"44,247",prod874975,10,1,1,promoter,311
"44,248",prod874975,8,1,1,passive,311
"44,253",prod874975,10,1,1,promoter,311
"44,247",prod874960,10,1,1,promoter,311
"44,353",prod928258,10,0,0,promoter,574
"44,490",prod1000564,9,1,1,promoter,499
"44,395",prod944717,8,0,1,passive,499
"44,214",prod862916,10,0,1,promoter,311
"44,420",prod967808,8,0,1,passive,311
"44,391",prod951557,9,0,1,promoter,311
"44,498",prod1003044,10,0,0,promoter,200
"44,498",prod1003044,10,0,0,promoter,200
"44,435",prod974658,10,0,1,promoter,499
"44,442",prod978210,9,0,1,promoter,311
"44,381",prod941926,10,0,1,promoter,420
"44,448",prod981036,5,0,1,detractor,311
"44,487",prod938243,10,0,1,promoter,311
"44,457",prod986670,3,0,1,detractor,311
"44,457",prod986670,9,0,1,promoter,311
"44,457",prod986670,10,0,1,promoter,311
"44,302",prod901242,8,0,1,passive,311
"44,468",prod978635,7,0,0,passive,513
"44,464",prod990145,8,0,0,passive,2000311
"44,474",prod991913,10,0,0,promoter,575
"44,476",prod995816,8,0,1,passive,311
"44,364",prod935316,9,1,1,promoter,311
"44,198",prod679749,10,1,1,promoter,311
"44,448",prod981648,8,0,1,passive,311
"44,448",prod981648,8,0,1,passive,311
"44,346",prod923746,9,1,0,promoter,575
"44,414",prod963294,10,0,1,promoter,311
"44,425",prod962973,3,1,1,detractor,311
"44,441",prod966480,7,1,1,passive,311
"44,244",prod873322,10,1,1,promoter,311
"44,368",prod938274,10,0,1,promoter,499
"44,245",prod875480,10,1,1,promoter,311
"44,519",prod1010785,10,0,1,promoter,311
"44,517",prod1007922,7,1,1,passive,311
"44,511",prod1007977,10,0,1,promoter,311
"44,362",prod934325,8,0,1,passive,311
"44,354",prod468357,10,0,1,promoter,311
"44,488",prod1000454,9,0,0,promoter,200
"44,488",prod1000454,9,0,0,promoter,200
"44,491",prod804120,10,0,1,promoter,311
"44,329",prod914706,10,0,1,promoter,311
"44,491",prod996861,10,0,1,promoter,311
"44,217",prod836247,7,1,1,passive,311
"44,175",prod847367,10,0,0,promoter,200
"44,513",prod1009181,10,0,1,promoter,311
"44,507",prod1006845,8,1,0,passive,200
"44,494",prod1002342,8,0,1,passive,311
"44,287",prod893007,10,0,0,promoter,574
"44,183",prod849854,9,0,1,promoter,311
"44,290",prod894895,10,0,1,promoter,311
"44,271",prod885161,7,0,1,passive,311
"44,164",prod831652,7,1,0,passive,1007
"44,237",prod865653,10,0,1,promoter,311
"44,185",prod852379,10,0,1,promoter,311
"44,327",prod913003,7,0,1,passive,311
"44,172",prod843036,7,0,1,passive,311
"44,245",prod873615,10,1,1,promoter,311
"44,252",prod877684,5,0,1,detractor,311
"44,263",prod881730,10,0,0,promoter,574
"44,232",prod870015,9,0,0,promoter,200
"44,252",prod847619,8,0,1,passive,311
"44,266",prod617221,10,0,1,promoter,311
"44,264",prod879363,8,0,0,passive,574
"44,265",prod882362,10,0,0,promoter,2000574
"44,289",prod894623,9,0,0,promoter,574
"44,305",prod902851,10,0,1,promoter,311
"44,378",prod943325,10,0,1,promoter,311
"44,306",prod903240,4,0,1,detractor,311
"44,308",prod901693,10,0,1,promoter,311
"44,308",prod901693,10,0,1,promoter,311
"44,402",prod958091,6,0,1,detractor,311
"44,331",prod914264,10,0,0,promoter,139
"44,419",prod891824,10,0,1,promoter,311
"44,421",prod967258,0,0,0,detractor,1007
"44,184",prod848961,10,0,1,promoter,499
"44,351",prod927120,10,0,0,promoter,574
"44,258",prod879652,8,0,1,passive,311
"44,426",prod967919,9,0,0,promoter,200
"44,447",prod981130,10,0,1,promoter,311
"44,182",prod812844,10,0,1,promoter,311
"44,363",prod935064,10,0,1,promoter,311
"44,458",prod914414,10,0,0,promoter,312
"44,455",prod984236,10,1,0,promoter,200
"44,212",prod862582,9,0,1,promoter,289
"44,393",prod949543,9,0,1,promoter,311
"44,364",prod933209,10,0,1,promoter,311
"44,383",prod946772,10,0,1,promoter,311
"44,393",prod953096,10,0,0,promoter,2000575
"44,468",prod964392,8,0,1,passive,311
"44,478",prod996653,8,0,0,passive,574
"44,440",prod390622,10,1,1,promoter,311
"44,238",prod872435,10,0,1,promoter,311
"44,287",prod892160,10,0,0,promoter,576
"44,495",prod992867,5,1,1,detractor,311
"44,391",prod952065,10,0,1,promoter,499
"44,377",prod923614,10,0,1,promoter,311
"44,434",prod974317,9,0,1,promoter,311
"44,186",prod852118,8,0,0,passive,200
"44,363",prod934175,10,0,1,promoter,311
"44,222",prod866055,10,0,1,promoter,311
"44,321",prod433226,10,0,1,promoter,311
"44,346",prod924607,5,0,1,detractor,311
"44,418",prod963344,10,0,1,promoter,311
"44,220",prod865783,8,0,0,passive,200
"44,457",prod985814,5,0,0,detractor,575
"44,293",prod896505,7,0,1,passive,311
"44,441",prod556745,10,0,1,promoter,311
"44,486",prod998809,8,0,1,passive,311
"44,475",prod992184,10,0,1,promoter,311
